epoch,split,loss,l1_loss,l2_loss,l3_loss,l1_acc,l2_acc,l3_acc,overall_acc,count_l3,lr
19,test,0.930764,0.085668,0.324107,0.520990,0.987000,0.971571,0.911134,0.934143,3826,0.00004336
20,train,-2.694855,0.036380,0.275862,0.316094,0.992911,0.989982,0.985757,0.983518,46479,0.00004336
20,val,0.882739,0.082075,0.319569,0.481095,0.987000,0.973857,0.921163,0.944000,3818,0.00004268
20,test,0.863101,0.070365,0.313755,0.478981,0.990143,0.977000,0.925248,0.948286,3826,0.00004268
21,train,-2.783859,0.034088,0.271958,0.309816,0.993518,0.990500,0.987415,0.985518,46326,0.00004268
21,val,0.887770,0.105418,0.317336,0.465016,0.986000,0.974571,0.925877,0.944714,3818,0.00004197
21,test,0.898522,0.101792,0.312955,0.483774,0.988286,0.975286,0.923157,0.944857,3826,0.00004197
22,train,-2.907840,0.031018,0.265686,0.301372,0.994179,0.991464,0.989739,0.986946,46488,0.00004197
22,val,0.860933,0.102049,0.312033,0.446851,0.986429,0.974714,0.935830,0.950286,3818,0.00004124
22,test,0.848985,0.086732,0.304886,0.457366,0.988286,0.977714,0.932305,0.951000,3826,0.00004124
23,train,-3.002873,0.028136,0.262298,0.298975,0.994518,0.992089,0.989463,0.987714,46406,0.00004124
23,val,0.858087,0.099651,0.308101,0.450334,0.986857,0.977429,0.933211,0.952571,3818,0.00004048
23,test,0.838484,0.082735,0.304613,0.451136,0.989714,0.977429,0.934919,0.953000,3826,0.00004048
24,train,-3.075977,0.027098,0.258335,0.292932,0.995250,0.992625,0.992352,0.989732,46153,0.00004048
24,val,0.844266,0.093431,0.306062,0.444773,0.986857,0.977857,0.934521,0.952857,3818,0.00003969
24,test,0.824974,0.077819,0.300145,0.447010,0.989000,0.979429,0.938578,0.956429,3826,0.00003969
25,train,-3.148903,0.025562,0.254715,0.289921,0.995464,0.993518,0.992455,0.990732,46256,0.00003969
25,val,0.826910,0.103697,0.302437,0.420776,0.987857,0.979857,0.944735,0.959714,3818,0.00003889
25,test,0.817800,0.088193,0.301167,0.428440,0.989143,0.979286,0.940669,0.957857,3826,0.00003889
26,train,-3.296396,0.021007,0.251592,0.286541,0.996286,0.993893,0.993870,0.991732,46331,0.00003889
26,val,0.835218,0.109711,0.301564,0.423942,0.988286,0.978000,0.943164,0.959286,3818,0.00003806
26,test,0.807755,0.095232,0.297412,0.415112,0.989857,0.980000,0.945112,0.961429,3826,0.00003806
27,train,-3.314706,0.021477,0.249926,0.285573,0.996089,0.994054,0.993783,0.991625,46327,0.00003806
27,val,0.831585,0.109978,0.301737,0.419870,0.988429,0.979143,0.944997,0.959571,3818,0.00003722
27,test,0.800712,0.096405,0.295659,0.408648,0.989429,0.980857,0.950863,0.963857,3826,0.00003722
28,train,-3.459769,0.017659,0.246134,0.281859,0.997107,0.995054,0.995426,0.993589,46347,0.00003722
28,val,0.820641,0.109348,0.298331,0.412962,0.989000,0.980143,0.947878,0.962714,3818,0.00003635
28,test,0.794199,0.094545,0.291785,0.407869,0.990857,0.981143,0.947726,0.962000,3826,0.00003635
29,train,-3.571981,0.014817,0.243695,0.281514,0.997464,0.995411,0.995114,0.993750,46256,0.00003635
29,val,0.807214,0.110376,0.294039,0.402799,0.989000,0.980571,0.948140,0.963857,3818,0.00003547
29,test,0.792961,0.102821,0.289869,0.400272,0.989286,0.981000,0.952692,0.964571,3826,0.00003547
30,train,-3.629145,0.014136,0.242270,0.280184,0.997839,0.995571,0.995596,0.994071,46325,0.00003547
30,val,0.830194,0.134711,0.298904,0.396579,0.989000,0.980429,0.949188,0.964714,3818,0.00003457
30,test,0.812808,0.119442,0.292428,0.400939,0.990429,0.981000,0.949817,0.964286,3826,0.00003457s
