epoch,split,loss,l1_loss,l2_loss,l3_loss,l1_acc,l2_acc,l3_acc,overall_acc,count_l3,lr
16,val,0.930017,0.064236,0.308026,0.557755,0.988857,0.986286,0.893260,0.935571,3813,0.00004523
16,test,0.923112,0.066130,0.305828,0.551154,0.989286,0.986857,0.895074,0.936429,3898,0.00004523
17,train,-2.601001,0.028309,0.289587,0.388448,0.993268,0.991786,0.967440,0.967839,46530,0.00004523
17,val,0.897393,0.085312,0.306327,0.505753,0.984429,0.985857,0.912143,0.939286,3813,0.00004463
17,test,0.868757,0.074315,0.300744,0.493699,0.986286,0.988000,0.922781,0.946857,3898,0.00004463
18,train,-2.776096,0.025114,0.284466,0.363145,0.994232,0.992571,0.976157,0.975357,46470,0.00004463
18,val,0.845608,0.081490,0.299962,0.464155,0.988714,0.988429,0.927878,0.953857,3813,0.00004401
18,test,0.834376,0.081117,0.299804,0.453455,0.989143,0.987429,0.933812,0.956429,3898,0.00004401
19,train,-2.943688,0.022705,0.276943,0.341480,0.995250,0.993589,0.983494,0.982000,46468,0.00004401
19,val,0.843385,0.097987,0.299345,0.446053,0.987857,0.987286,0.936271,0.955714,3813,0.00004336
19,test,0.814331,0.085099,0.294742,0.434490,0.988857,0.987714,0.940226,0.958857,3898,0.00004336
20,train,-3.103059,0.019213,0.274158,0.327909,0.995893,0.994357,0.987965,0.986446,46363,0.00004336
20,val,0.815831,0.088730,0.294558,0.432543,0.989714,0.988857,0.943614,0.963429,3813,0.00004268
20,test,0.809411,0.095862,0.294539,0.419010,0.990000,0.988143,0.948435,0.965286,3898,0.00004268
21,train,-3.220344,0.017738,0.269982,0.317143,0.996321,0.994982,0.990831,0.989196,46462,0.00004268
21,val,0.820358,0.113534,0.295716,0.411107,0.988000,0.987286,0.952531,0.966857,3813,0.00004197
21,test,0.786058,0.094979,0.290720,0.400359,0.989714,0.989714,0.954849,0.969000,3898,0.00004197
22,train,-3.404422,0.013719,0.266415,0.307900,0.997107,0.995518,0.992644,0.990732,46355,0.00004197
22,val,0.828804,0.136388,0.296417,0.395999,0.988714,0.988429,0.955678,0.970000,3813,0.00004124
22,test,0.806652,0.120067,0.291553,0.395032,0.989143,0.989286,0.956644,0.970571,3898,0.00004124
23,train,-3.559373,0.011148,0.262697,0.301281,0.997732,0.996071,0.995047,0.993107,46432,0.00004124
23,val,0.818477,0.140780,0.291279,0.386419,0.987143,0.988714,0.962497,0.971571,3813,0.00004048
23,test,0.784244,0.119339,0.286020,0.378884,0.990143,0.990000,0.961519,0.972286,3898,0.00004048
24,train,-3.711896,0.008799,0.259715,0.296046,0.998339,0.996893,0.995380,0.994125,46540,0.00004048
24,val,0.793850,0.132815,0.289510,0.371525,0.988714,0.988571,0.966431,0.974714,3813,0.00003969
24,test,0.777606,0.127658,0.287655,0.362294,0.990286,0.989714,0.968189,0.976571,3898,0.00003969
25,train,-3.798264,0.008625,0.257324,0.290874,0.998464,0.997554,0.996654,0.995411,46327,0.00003969
25,val,0.824752,0.157604,0.289475,0.377672,0.989571,0.989143,0.964595,0.975143,3813,0.00003889
25,test,0.803553,0.152946,0.286937,0.363669,0.990143,0.990429,0.967676,0.976286,3898,0.00003889
