epoch,split,loss,l1_loss,l2_loss,l3_loss,l1_acc,l2_acc,l3_acc,overall_acc,count_l3,lr
14,train,-1.815085,0.006166,0.120229,0.293723,0.998988,0.998750,0.989961,0.990685,27992,0.00001365
14,val,0.512550,0.008883,0.120775,0.382892,0.998333,0.998571,0.958754,0.976667,2279,0.00001031
14,test,0.517009,0.004202,0.118585,0.394222,0.999524,0.999524,0.957045,0.975952,2328,0.00001031
15,train,-1.880960,0.006888,0.120674,0.284683,0.998780,0.998720,0.992960,0.993393,27983,0.00001031
15,val,0.493289,0.007096,0.119928,0.366265,0.998810,0.998571,0.965336,0.980238,2279,0.00000732
15,test,0.485983,0.003104,0.118412,0.364467,0.999524,0.999286,0.968213,0.981905,2328,0.00000732
16,train,-1.939440,0.005247,0.119633,0.278316,0.999077,0.998988,0.996177,0.996042,27985,0.00000732
16,val,0.504386,0.007956,0.120008,0.376421,0.998810,0.998810,0.960948,0.978095,2279,0.00000477
16,test,0.505123,0.004535,0.118956,0.381631,0.999286,0.999048,0.961770,0.978333,2328,0.00000477
17,train,-1.972296,0.004337,0.119351,0.276574,0.999256,0.999196,0.996675,0.996637,27971,0.00000477
17,val,0.491267,0.008427,0.119815,0.363024,0.998810,0.998810,0.964019,0.979762,2279,0.00000272
17,test,0.483145,0.004005,0.118705,0.360435,0.999286,0.999286,0.968213,0.981905,2328,0.00000272
18,train,-1.987296,0.005400,0.119804,0.274880,0.999048,0.998988,0.997199,0.996935,27852,0.00000272
18,val,0.488446,0.007252,0.119366,0.361828,0.999048,0.999048,0.964897,0.980476,2279,0.00000122
18,test,0.475386,0.003375,0.118387,0.353624,0.999286,0.999286,0.971220,0.983810,2328,0.00000122
19,train,-2.003535,0.004218,0.119380,0.273437,0.999107,0.999048,0.997680,0.997292,28012,0.00000122
19,val,0.487161,0.008093,0.119383,0.359685,0.999048,0.999048,0.965336,0.980714,2279,0.00000031
19,test,0.478969,0.003461,0.118271,0.357237,0.999524,0.999524,0.972079,0.984286,2328,0.00000031
20,train,-2.001668,0.005884,0.120115,0.272494,0.999018,0.998839,0.997954,0.997470,27858,0.00000031
20,val,0.487872,0.008412,0.119533,0.359927,0.998810,0.999048,0.964897,0.980238,2279,0.00000000
20,test,0.478151,0.003931,0.118487,0.355733,0.999524,0.999286,0.972938,0.984524,2328,0.00000000
20,test_final,0.478969,0.003461,0.118271,0.357237,0.999524,0.999524,0.972079,0.984286,2328,0.00000000
